n,q,width,depth,tc,td,h,cnot
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,217,128,40,44,228
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,403,205,65,70,389
7,6,12,268,141,45,48,262
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,377,184,56,64,369
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,14,351,177,57,60,333
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,12,268,141,45,48,262
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,306,160,52,54,293
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,305,160,52,54,292
7,6,12,267,141,45,48,261
7,6,14,414,212,68,72,397
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,387,191,59,66,376
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,14,305,160,52,54,292
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,305,160,52,54,292
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,414,212,68,72,397
7,6,14,386,191,59,66,375
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,250,127,39,44,247
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,14,404,205,65,70,390
7,6,12,268,141,45,48,262
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,305,160,52,54,292
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,14,296,153,49,52,286
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,14,295,153,49,52,285
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,386,191,59,66,375
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,14,403,205,65,70,389
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,250,127,39,44,247
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,251,127,39,44,248
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,295,153,49,52,285
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,251,127,39,44,248
7,6,12,277,148,48,50,268
7,6,12,217,128,40,44,228
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,404,205,65,70,390
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,14,404,205,65,70,390
7,6,14,413,212,68,72,396
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,404,205,65,70,390
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,12,251,127,39,44,248
7,6,14,404,205,65,70,390
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,250,127,39,44,247
7,6,12,250,127,39,44,247
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,14,414,212,68,72,397
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,251,127,39,44,248
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,250,127,39,44,247
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,295,153,49,52,285
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,305,160,52,54,292
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,14,414,212,68,72,397
7,6,14,414,212,68,72,397
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,14,353,192,60,66,356
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,207,121,37,42,221
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,12,250,127,39,44,247
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,404,205,65,70,390
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,414,212,68,72,397
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,251,127,39,44,248
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,353,192,60,66,356
7,6,14,403,205,65,70,389
7,6,14,414,212,68,72,397
7,6,12,251,127,39,44,248
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,251,127,39,44,248
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,404,205,65,70,390
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,403,205,65,70,389
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,387,191,59,66,376
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,12,250,127,39,44,247
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,14,386,191,59,66,375
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,403,205,65,70,389
7,6,12,268,141,45,48,262
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,250,127,39,44,247
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,14,386,191,59,66,375
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,14,306,160,52,54,293
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,386,191,59,66,375
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,217,128,40,44,228
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,305,160,52,54,292
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,404,205,65,70,390
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,353,192,60,66,356
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,305,160,52,54,292
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,10,170,96,32,32,165
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,14,403,205,65,70,389
7,6,14,403,205,65,70,389
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,376,184,56,64,368
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,268,141,45,48,262
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,377,184,56,64,369
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,250,127,39,44,247
7,6,14,403,205,65,70,389
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,12,277,148,48,50,268
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,268,141,45,48,262
7,6,12,250,127,39,44,247
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,251,127,39,44,248
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,414,212,68,72,397
7,6,12,267,141,45,48,261
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,267,141,45,48,261
7,6,14,414,212,68,72,397
7,6,12,216,113,37,38,206
7,6,14,403,205,65,70,389
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,295,153,49,52,285
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,268,141,45,48,262
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,323,165,53,56,309
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,278,148,48,50,269
7,6,12,216,113,37,38,206
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,413,212,68,72,396
7,6,12,277,148,48,50,268
7,6,12,278,148,48,50,269
7,6,14,403,205,65,70,389
7,6,14,413,212,68,72,396
7,6,12,278,148,48,50,269
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,12,267,141,45,48,261
7,6,14,413,212,68,72,396
7,6,12,267,141,45,48,261
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,413,212,68,72,396
7,6,14,414,212,68,72,397
7,6,14,404,205,65,70,390
7,6,12,277,148,48,50,268
7,6,12,277,148,48,50,268
7,6,14,414,212,68,72,397
7,6,12,278,148,48,50,269
7,6,14,413,212,68,72,396
7,6,14,403,205,65,70,389
